NDate,NTime,MeaValue,Weight,RecNo
2020/9/30 ,6:46:51 ,43.8  ,A,11590 
2020/9/30 ,6:46:53 ,43.9  ,A,11591 
2020/9/30 ,6:46:55 ,43.8  ,A,11592 
2020/9/30 ,6:46:57 ,44.0  ,A,11593 
2020/9/30 ,6:46:59 ,43.9  ,A,11594 
2020/9/30 ,6:47:1  ,43.8  ,A,11595 
2020/9/30 ,6:47:3  ,43.7  ,A,11596 
2020/9/30 ,6:47:5  ,43.7  ,A,11597 
2020/9/30 ,6:47:7  ,43.8  ,A,11598 
2020/9/30 ,6:47:9  ,43.8  ,A,11599 
2020/9/30 ,6:47:11 ,43.7  ,A,11600 
2020/9/30 ,6:47:13 ,43.9  ,A,11601 
2020/9/30 ,6:47:15 ,43.8  ,A,11602 
2020/9/30 ,6:47:17 ,43.8  ,A,11603 
2020/9/30 ,6:47:19 ,43.7  ,A,11604 
2020/9/30 ,6:47:21 ,43.8  ,A,11605 
2020/9/30 ,6:47:23 ,43.8  ,A,11606 
2020/9/30 ,6:47:25 ,43.8  ,A,11607 
2020/9/30 ,6:47:27 ,43.7  ,A,11608 
2020/9/30 ,6:47:29 ,43.9  ,A,11609 
2020/9/30 ,6:47:31 ,43.7  ,A,11610 
2020/9/30 ,6:47:33 ,43.6  ,A,11611 
2020/9/30 ,6:47:35 ,43.7  ,A,11612 
2020/9/30 ,6:47:37 ,43.8  ,A,11613 
2020/9/30 ,6:47:39 ,43.8  ,A,11614 
2020/9/30 ,6:47:41 ,43.8  ,A,11615 
2020/9/30 ,6:47:43 ,43.8  ,A,11616 
2020/9/30 ,6:47:45 ,43.7  ,A,11617 
2020/9/30 ,6:47:47 ,43.7  ,A,11618 
2020/9/30 ,6:47:49 ,43.7  ,A,11619 
2020/9/30 ,6:47:51 ,43.8  ,A,11620 
2020/9/30 ,6:47:53 ,43.8  ,A,11621 
2020/9/30 ,6:47:55 ,43.8  ,A,11622 
2020/9/30 ,6:47:57 ,52.0  ,A,11623 
2020/9/30 ,6:47:59 ,43.8  ,A,11624 
2020/9/30 ,6:48:1  ,43.9  ,A,11625 
2020/9/30 ,6:48:3  ,43.8  ,A,11626 
2020/9/30 ,6:48:5  ,43.8  ,A,11627 
2020/9/30 ,6:48:7  ,43.9  ,A,11628 
2020/9/30 ,6:48:9  ,43.9  ,A,11629 
2020/9/30 ,6:48:11 ,44.0  ,A,11630 
2020/9/30 ,6:48:13 ,44.0  ,A,11631 
2020/9/30 ,6:48:15 ,43.9  ,A,11632 
2020/9/30 ,6:48:17 ,43.8  ,A,11633 
2020/9/30 ,6:48:19 ,44.0  ,A,11634 
2020/9/30 ,6:48:21 ,43.7  ,A,11635 
2020/9/30 ,6:48:23 ,43.8  ,A,11636 
2020/9/30 ,6:48:25 ,43.9  ,A,11637 
2020/9/30 ,6:48:27 ,43.9  ,A,11638 
2020/9/30 ,6:48:29 ,43.9  ,A,11639 
2020/9/30 ,6:48:37 ,43.8  ,A,11640 
2020/9/30 ,6:48:39 ,43.8  ,A,11641 
2020/9/30 ,6:48:41 ,44.0  ,A,11642 
2020/9/30 ,6:48:43 ,43.9  ,A,11643 
2020/9/30 ,6:48:45 ,43.9  ,A,11644 
2020/9/30 ,6:48:47 ,44.0  ,A,11645 
2020/9/30 ,6:48:49 ,44.0  ,A,11646 
2020/9/30 ,6:48:51 ,44.1  ,A,11647 
2020/9/30 ,6:48:53 ,44.2  ,A,11648 
2020/9/30 ,6:48:55 ,43.9  ,A,11649 
2020/9/30 ,6:48:57 ,43.9  ,A,11650 
2020/9/30 ,6:48:59 ,44.1  ,A,11651 
2020/9/30 ,6:49:1  ,44.1  ,A,11652 
2020/9/30 ,6:49:3  ,44.0  ,A,11653 
2020/9/30 ,6:49:5  ,44.2  ,A,11654 
2020/9/30 ,6:49:7  ,43.8  ,A,11655 
2020/9/30 ,6:49:9  ,43.8  ,A,11656 
2020/9/30 ,6:49:11 ,44.0  ,A,11657 
2020/9/30 ,6:49:13 ,44.0  ,A,11658 
2020/9/30 ,6:49:15 ,43.8  ,A,11659 
2020/9/30 ,6:49:17 ,43.9  ,A,11660 
2020/9/30 ,6:49:19 ,43.9  ,A,11661 
2020/9/30 ,6:49:21 ,43.8  ,A,11662 
2020/9/30 ,6:49:23 ,43.9  ,A,11663 
2020/9/30 ,6:49:25 ,44.0  ,A,11664 
2020/9/30 ,6:49:27 ,43.9  ,A,11665 
2020/9/30 ,6:49:29 ,44.2  ,A,11666 
2020/9/30 ,6:49:31 ,44.0  ,A,11667 
2020/9/30 ,6:49:33 ,43.8  ,A,11668 
2020/9/30 ,6:49:35 ,43.9  ,A,11669 
2020/9/30 ,6:49:37 ,43.8  ,A,11670 
2020/9/30 ,6:49:39 ,43.9  ,A,11671 
2020/9/30 ,6:49:41 ,43.9  ,A,11672 
2020/9/30 ,6:49:43 ,43.8  ,A,11673 
2020/9/30 ,6:49:45 ,43.8  ,A,11674 
2020/9/30 ,6:49:47 ,44.0  ,A,11675 
2020/9/30 ,6:49:49 ,43.9  ,A,11676 
2020/9/30 ,6:49:51 ,44.1  ,A,11677 
2020/9/30 ,6:49:53 ,43.8  ,A,11678 
2020/9/30 ,6:49:55 ,43.8  ,A,11679 
2020/9/30 ,6:49:57 ,43.9  ,A,11680 
2020/9/30 ,6:49:59 ,43.9  ,A,11681 
2020/9/30 ,6:50:1  ,43.8  ,A,11682 
2020/9/30 ,6:50:3  ,43.8  ,A,11683 
2020/9/30 ,6:50:5  ,43.8  ,A,11684 
2020/9/30 ,6:50:7  ,43.8  ,A,11685 
2020/9/30 ,6:50:9  ,43.8  ,A,11686 
2020/9/30 ,6:50:11 ,43.9  ,A,11687 
2020/9/30 ,6:50:13 ,44.0  ,A,11688 
2020/9/30 ,6:50:15 ,44.0  ,A,11689 
2020/9/30 ,6:50:17 ,43.9  ,A,11690 
2020/9/30 ,6:50:19 ,44.0  ,A,11691 
2020/9/30 ,6:50:21 ,43.8  ,A,11692 
2020/9/30 ,6:50:23 ,44.0  ,A,11693 
2020/9/30 ,6:50:25 ,44.1  ,A,11694 
2020/9/30 ,6:50:27 ,44.0  ,A,11695 
2020/9/30 ,6:50:29 ,44.0  ,A,11696 
2020/9/30 ,6:50:31 ,44.0  ,A,11697 
2020/9/30 ,6:50:33 ,43.8  ,A,11698 
2020/9/30 ,6:50:35 ,43.8  ,A,11699 
2020/9/30 ,6:50:43 ,43.9  ,A,11700 
2020/9/30 ,6:50:45 ,43.9  ,A,11701 
2020/9/30 ,6:50:47 ,43.9  ,A,11702 
2020/9/30 ,6:50:49 ,43.9  ,A,11703 
2020/9/30 ,6:50:51 ,44.0  ,A,11704 
2020/9/30 ,6:50:53 ,43.9  ,A,11705 
2020/9/30 ,6:50:55 ,43.9  ,A,11706 
2020/9/30 ,6:50:57 ,43.9  ,A,11707 
2020/9/30 ,6:50:59 ,43.7  ,A,11708 
2020/9/30 ,6:51:1  ,45.3  ,A,11709 
2020/9/30 ,6:51:3  ,45.3  ,A,11710 
2020/9/30 ,6:51:5  ,43.9  ,A,11711 
2020/9/30 ,6:51:7  ,43.9  ,A,11712 
2020/9/30 ,6:51:9  ,44.0  ,A,11713 
2020/9/30 ,6:51:11 ,43.8  ,A,11714 
2020/9/30 ,6:51:13 ,44.1  ,A,11715 
2020/9/30 ,6:51:15 ,43.8  ,A,11716 
2020/9/30 ,6:51:17 ,43.7  ,A,11717 
2020/9/30 ,6:51:19 ,43.8  ,A,11718 
2020/9/30 ,6:51:21 ,43.8  ,A,11719 
2020/9/30 ,6:51:23 ,43.9  ,A,11720 
2020/9/30 ,6:51:25 ,43.9  ,A,11721 
2020/9/30 ,6:51:27 ,43.8  ,A,11722 
2020/9/30 ,6:51:29 ,43.7  ,A,11723 
2020/9/30 ,6:51:31 ,43.7  ,A,11724 
2020/9/30 ,6:51:33 ,43.7  ,A,11725 
2020/9/30 ,6:51:35 ,43.8  ,A,11726 
2020/9/30 ,6:51:37 ,44.0  ,A,11727 
2020/9/30 ,6:51:39 ,43.7  ,A,11728 
2020/9/30 ,6:51:41 ,43.8  ,A,11729 
2020/9/30 ,6:51:43 ,43.7  ,A,11730 
2020/9/30 ,6:51:45 ,43.8  ,A,11731 
2020/9/30 ,6:51:47 ,43.8  ,A,11732 
2020/9/30 ,6:51:49 ,43.8  ,A,11733 
2020/9/30 ,6:51:51 ,43.7  ,A,11734 
2020/9/30 ,6:51:53 ,43.8  ,A,11735 
2020/9/30 ,6:51:55 ,43.7  ,A,11736 
2020/9/30 ,6:51:57 ,44.0  ,A,11737 
2020/9/30 ,6:51:59 ,43.7  ,A,11738 
2020/9/30 ,6:52:1  ,43.7  ,A,11739 
2020/9/30 ,6:52:3  ,43.8  ,A,11740 
2020/9/30 ,6:52:5  ,43.8  ,A,11741 
2020/9/30 ,6:52:7  ,43.9  ,A,11742 
2020/9/30 ,6:52:9  ,43.9  ,A,11743 
2020/9/30 ,6:52:11 ,43.7  ,A,11744 
2020/9/30 ,6:52:13 ,43.9  ,A,11745 
2020/9/30 ,6:52:15 ,43.8  ,A,11746 
2020/9/30 ,6:52:17 ,43.9  ,A,11747 
2020/9/30 ,6:52:19 ,44.0  ,A,11748 
2020/9/30 ,6:52:21 ,43.8  ,A,11749 
2020/9/30 ,6:52:23 ,43.9  ,A,11750 
2020/9/30 ,6:52:25 ,43.9  ,A,11751 
2020/9/30 ,6:52:27 ,43.8  ,A,11752 
2020/9/30 ,6:52:29 ,43.7  ,A,11753 
2020/9/30 ,6:52:31 ,43.7  ,A,11754 
2020/9/30 ,6:52:33 ,43.7  ,A,11755 
2020/9/30 ,6:52:35 ,43.8  ,A,11756 
2020/9/30 ,6:52:37 ,43.9  ,A,11757 
2020/9/30 ,6:52:39 ,43.9  ,A,11758 
2020/9/30 ,6:52:41 ,43.8  ,A,11759 
2020/9/30 ,6:52:49 ,43.8  ,A,11760 
2020/9/30 ,6:52:51 ,43.7  ,A,11761 
2020/9/30 ,6:52:53 ,43.6  ,A,11762 
2020/9/30 ,6:52:55 ,43.7  ,A,11763 
2020/9/30 ,6:52:57 ,44.0  ,A,11764 
2020/9/30 ,6:52:59 ,43.8  ,A,11765 
2020/9/30 ,6:53:1  ,43.8  ,A,11766 
2020/9/30 ,6:53:3  ,43.7  ,A,11767 
2020/9/30 ,6:53:5  ,43.8  ,A,11768 
2020/9/30 ,6:53:7  ,44.0  ,A,11769 
2020/9/30 ,6:53:9  ,43.9  ,A,11770 
2020/9/30 ,6:53:11 ,43.7  ,A,11771 
2020/9/30 ,6:53:13 ,43.8  ,A,11772 
2020/9/30 ,6:53:15 ,43.8  ,A,11773 
2020/9/30 ,6:53:17 ,43.8  ,A,11774 
2020/9/30 ,6:53:19 ,43.8  ,A,11775 
2020/9/30 ,6:53:21 ,43.8  ,A,11776 
2020/9/30 ,6:53:23 ,43.9  ,A,11777 
2020/9/30 ,6:53:25 ,43.8  ,A,11778 
2020/9/30 ,6:53:27 ,43.9  ,A,11779 
2020/9/30 ,6:53:29 ,43.9  ,A,11780 
2020/9/30 ,6:53:31 ,43.8  ,A,11781 
2020/9/30 ,6:53:33 ,43.8  ,A,11782 
2020/9/30 ,6:53:35 ,43.9  ,A,11783 
2020/9/30 ,6:53:37 ,43.9  ,A,11784 
2020/9/30 ,6:53:39 ,43.8  ,A,11785 
2020/9/30 ,6:53:41 ,43.9  ,A,11786 
2020/9/30 ,6:53:43 ,44.0  ,A,11787 
2020/9/30 ,6:53:45 ,43.7  ,A,11788 
2020/9/30 ,6:53:47 ,43.7  ,A,11789 
2020/9/30 ,6:53:49 ,43.8  ,A,11790 
2020/9/30 ,6:53:51 ,43.8  ,A,11791 
2020/9/30 ,6:53:53 ,43.8  ,A,11792 
2020/9/30 ,6:53:55 ,43.6  ,A,11793 
2020/9/30 ,6:53:57 ,43.7  ,A,11794 
2020/9/30 ,6:53:59 ,43.8  ,A,11795 
2020/9/30 ,6:54:1  ,43.7  ,A,11796 
2020/9/30 ,6:54:3  ,43.7  ,A,11797 
2020/9/30 ,6:54:5  ,44.0  ,A,11798 
2020/9/30 ,6:54:7  ,43.8  ,A,11799 
2020/9/30 ,6:54:9  ,43.7  ,A,11800 
2020/9/30 ,6:54:11 ,43.7  ,A,11801 
2020/9/30 ,6:54:13 ,43.7  ,A,11802 
2020/9/30 ,6:54:15 ,43.6  ,A,11803 
2020/9/30 ,6:54:17 ,43.7  ,A,11804 
2020/9/30 ,6:54:19 ,43.8  ,A,11805 
2020/9/30 ,6:54:21 ,43.8  ,A,11806 
2020/9/30 ,6:54:23 ,43.7  ,A,11807 
2020/9/30 ,6:54:25 ,43.5  ,A,11808 
2020/9/30 ,6:54:27 ,43.7  ,A,11809 
2020/9/30 ,6:54:29 ,43.9  ,A,11810 
2020/9/30 ,6:54:31 ,43.9  ,A,11811 
2020/9/30 ,6:54:33 ,43.8  ,A,11812 
2020/9/30 ,6:54:35 ,43.8  ,A,11813 
2020/9/30 ,6:54:37 ,44.0  ,A,11814 
2020/9/30 ,6:54:39 ,44.0  ,A,11815 
2020/9/30 ,6:54:41 ,43.9  ,A,11816 
2020/9/30 ,6:54:43 ,43.8  ,A,11817 
2020/9/30 ,6:54:45 ,43.8  ,A,11818 
2020/9/30 ,6:54:47 ,43.8  ,A,11819 
2020/9/30 ,6:54:55 ,43.8  ,A,11820 
2020/9/30 ,6:54:57 ,43.8  ,A,11821 
2020/9/30 ,6:54:59 ,43.8  ,A,11822 
2020/9/30 ,6:55:1  ,43.9  ,A,11823 
2020/9/30 ,6:55:3  ,43.9  ,A,11824 
2020/9/30 ,6:55:5  ,43.8  ,A,11825 
2020/9/30 ,6:55:7  ,43.9  ,A,11826 
2020/9/30 ,6:55:9  ,43.9  ,A,11827 
2020/9/30 ,6:55:11 ,43.7  ,A,11828 
2020/9/30 ,6:55:13 ,43.9  ,A,11829 
2020/9/30 ,6:55:15 ,43.9  ,A,11830 
2020/9/30 ,6:55:17 ,49.5  ,A,11831 
2020/9/30 ,6:55:19 ,49.5  ,A,11832 
2020/9/30 ,6:55:21 ,52.7  ,A,11833 
2020/9/30 ,6:55:23 ,51.8  ,A,11834 
2020/9/30 ,6:55:25 ,44.0  ,A,11835 
2020/9/30 ,6:55:27 ,52.6  ,A,11836 
2020/9/30 ,6:55:29 ,52.6  ,A,11837 
2020/9/30 ,6:55:31 ,44.0  ,A,11838 
2020/9/30 ,6:55:33 ,43.9  ,A,11839 
2020/9/30 ,6:55:35 ,43.9  ,A,11840 
2020/9/30 ,6:55:37 ,43.9  ,A,11841 
2020/9/30 ,6:55:39 ,43.9  ,A,11842 
2020/9/30 ,6:55:41 ,44.0  ,A,11843 
2020/9/30 ,6:55:43 ,43.9  ,A,11844 
2020/9/30 ,6:55:45 ,43.9  ,A,11845 
2020/9/30 ,6:55:47 ,44.1  ,A,11846 
2020/9/30 ,6:55:49 ,44.0  ,A,11847 
2020/9/30 ,6:55:51 ,44.0  ,A,11848 
2020/9/30 ,6:55:53 ,43.9  ,A,11849 
2020/9/30 ,6:55:55 ,43.9  ,A,11850 
2020/9/30 ,6:55:57 ,43.7  ,A,11851 
2020/9/30 ,6:55:59 ,43.8  ,A,11852 
2020/9/30 ,6:56:1  ,43.8  ,A,11853 
2020/9/30 ,6:56:3  ,43.8  ,A,11854 
2020/9/30 ,6:56:5  ,43.9  ,A,11855 
2020/9/30 ,6:56:7  ,43.8  ,A,11856 
2020/9/30 ,6:56:9  ,43.9  ,A,11857 
2020/9/30 ,6:56:11 ,43.7  ,A,11858 
2020/9/30 ,6:56:13 ,43.9  ,A,11859 
2020/9/30 ,6:56:15 ,43.9  ,A,11860 
2020/9/30 ,6:56:17 ,43.9  ,A,11861 
2020/9/30 ,6:56:19 ,43.9  ,A,11862 
2020/9/30 ,6:56:21 ,43.8  ,A,11863 
2020/9/30 ,6:56:23 ,43.9  ,A,11864 
2020/9/30 ,6:56:25 ,43.8  ,A,11865 
2020/9/30 ,6:56:27 ,43.8  ,A,11866 
2020/9/30 ,6:56:29 ,43.7  ,A,11867 
2020/9/30 ,6:56:31 ,43.9  ,A,11868 
2020/9/30 ,6:56:33 ,43.9  ,A,11869 
2020/9/30 ,6:56:35 ,43.9  ,A,11870 
2020/9/30 ,6:56:37 ,44.0  ,A,11871 
2020/9/30 ,6:56:39 ,43.9  ,A,11872 
2020/9/30 ,6:56:41 ,43.8  ,A,11873 
2020/9/30 ,6:56:43 ,43.9  ,A,11874 
2020/9/30 ,6:56:45 ,43.8  ,A,11875 
2020/9/30 ,6:56:47 ,43.8  ,A,11876 
2020/9/30 ,6:56:49 ,43.8  ,A,11877 
2020/9/30 ,6:56:51 ,43.8  ,A,11878 
2020/9/30 ,6:56:53 ,43.7  ,A,11879 
2020/9/30 ,6:57:1  ,43.7  ,A,11880 
2020/9/30 ,6:57:3  ,43.9  ,A,11881 
2020/9/30 ,6:57:5  ,43.9  ,A,11882 
2020/9/30 ,6:57:7  ,43.9  ,A,11883 
2020/9/30 ,6:57:9  ,43.8  ,A,11884 
2020/9/30 ,6:57:11 ,44.0  ,A,11885 
2020/9/30 ,6:57:13 ,43.8  ,A,11886 
2020/9/30 ,6:57:15 ,44.0  ,A,11887 
2020/9/30 ,6:57:17 ,43.9  ,A,11888 
2020/9/30 ,6:57:19 ,43.9  ,A,11889 
2020/9/30 ,6:57:21 ,43.8  ,A,11890 
2020/9/30 ,6:57:23 ,43.9  ,A,11891 
2020/9/30 ,6:57:25 ,43.9  ,A,11892 
2020/9/30 ,6:57:27 ,43.9  ,A,11893 
2020/9/30 ,6:57:29 ,43.8  ,A,11894 
2020/9/30 ,6:57:31 ,43.8  ,A,11895 
2020/9/30 ,6:57:33 ,43.9  ,A,11896 
2020/9/30 ,6:57:35 ,43.9  ,A,11897 
2020/9/30 ,6:57:37 ,43.8  ,A,11898 
2020/9/30 ,6:57:39 ,43.8  ,A,11899 
2020/9/30 ,6:57:41 ,44.1  ,A,11900 
2020/9/30 ,6:57:43 ,44.1  ,A,11901 
2020/9/30 ,6:57:45 ,44.0  ,A,11902 
2020/9/30 ,6:57:47 ,44.0  ,A,11903 
2020/9/30 ,6:57:49 ,44.0  ,A,11904 
2020/9/30 ,6:57:51 ,43.9  ,A,11905 
2020/9/30 ,6:57:53 ,43.8  ,A,11906 
2020/9/30 ,6:57:55 ,43.9  ,A,11907 
2020/9/30 ,6:57:57 ,43.9  ,A,11908 
2020/9/30 ,6:57:59 ,43.9  ,A,11909 
2020/9/30 ,6:58:1  ,44.0  ,A,11910 
2020/9/30 ,6:58:3  ,44.1  ,A,11911 
2020/9/30 ,6:58:5  ,44.0  ,A,11912 
2020/9/30 ,6:58:7  ,44.0  ,A,11913 
2020/9/30 ,6:58:9  ,44.2  ,A,11914 
2020/9/30 ,6:58:11 ,44.0  ,A,11915 
2020/9/30 ,6:58:13 ,44.1  ,A,11916 
2020/9/30 ,6:58:15 ,44.1  ,A,11917 
2020/9/30 ,6:58:17 ,44.0  ,A,11918 
2020/9/30 ,6:58:19 ,44.0  ,A,11919 
2020/9/30 ,6:58:21 ,44.0  ,A,11920 
2020/9/30 ,6:58:23 ,44.0  ,A,11921 
2020/9/30 ,6:58:25 ,44.0  ,A,11922 
2020/9/30 ,6:58:27 ,44.0  ,A,11923 
2020/9/30 ,6:58:29 ,44.1  ,A,11924 
2020/9/30 ,6:58:31 ,44.2  ,A,11925 
2020/9/30 ,6:58:33 ,44.1  ,A,11926 
2020/9/30 ,6:58:35 ,44.0  ,A,11927 
2020/9/30 ,6:58:37 ,44.2  ,A,11928 
2020/9/30 ,6:58:39 ,44.1  ,A,11929 
2020/9/30 ,6:58:41 ,44.1  ,A,11930 
2020/9/30 ,6:58:43 ,44.0  ,A,11931 
2020/9/30 ,6:58:45 ,44.0  ,A,11932 
2020/9/30 ,6:58:47 ,44.0  ,A,11933 
2020/9/30 ,6:58:49 ,44.0  ,A,11934 
2020/9/30 ,6:58:51 ,44.0  ,A,11935 
2020/9/30 ,6:58:53 ,44.0  ,A,11936 
2020/9/30 ,6:58:55 ,44.0  ,A,11937 
2020/9/30 ,6:58:57 ,44.1  ,A,11938 
2020/9/30 ,6:58:59 ,43.9  ,A,11939 
2020/9/30 ,6:59:7  ,43.9  ,A,11940 
2020/9/30 ,6:59:9  ,43.9  ,A,11941 
2020/9/30 ,6:59:11 ,43.9  ,A,11942 
2020/9/30 ,6:59:13 ,43.7  ,A,11943 
2020/9/30 ,6:59:15 ,43.9  ,A,11944 
2020/9/30 ,6:59:17 ,43.8  ,A,11945 
2020/9/30 ,6:59:19 ,43.9  ,A,11946 
2020/9/30 ,6:59:21 ,43.8  ,A,11947 
2020/9/30 ,6:59:23 ,44.0  ,A,11948 
2020/9/30 ,6:59:25 ,43.9  ,A,11949 
2020/9/30 ,6:59:27 ,43.9  ,A,11950 
2020/9/30 ,6:59:29 ,43.9  ,A,11951 
2020/9/30 ,6:59:31 ,43.9  ,A,11952 
2020/9/30 ,6:59:33 ,44.0  ,A,11953 
2020/9/30 ,6:59:35 ,44.0  ,A,11954 
2020/9/30 ,6:59:37 ,44.0  ,A,11955 
2020/9/30 ,6:59:39 ,43.9  ,A,11956 
2020/9/30 ,6:59:41 ,44.0  ,A,11957 
2020/9/30 ,6:59:43 ,43.9  ,A,11958 
2020/9/30 ,6:59:45 ,43.8  ,A,11959 
2020/9/30 ,6:59:47 ,43.8  ,A,11960 
2020/9/30 ,6:59:49 ,44.0  ,A,11961 
2020/9/30 ,6:59:51 ,43.9  ,A,11962 
2020/9/30 ,6:59:53 ,43.8  ,A,11963 
2020/9/30 ,6:59:55 ,43.9  ,A,11964 
2020/9/30 ,6:59:57 ,43.8  ,A,11965 
2020/9/30 ,6:59:59 ,43.8  ,A,11966 
2020/9/30 ,7:0:1   ,43.8  ,A,11967 
2020/9/30 ,7:0:3   ,43.9  ,A,11968 
2020/9/30 ,7:0:5   ,43.8  ,A,11969 
2020/9/30 ,7:0:7   ,43.8  ,A,11970 
2020/9/30 ,7:0:9   ,43.8  ,A,11971 
2020/9/30 ,7:0:11  ,43.8  ,A,11972 
2020/9/30 ,7:0:13  ,43.8  ,A,11973 
2020/9/30 ,7:0:15  ,43.8  ,A,11974 
2020/9/30 ,7:0:17  ,43.8  ,A,11975 
2020/9/30 ,7:0:19  ,43.8  ,A,11976 
2020/9/30 ,7:0:21  ,43.8  ,A,11977 
2020/9/30 ,7:0:23  ,43.7  ,A,11978 
2020/9/30 ,7:0:25  ,43.9  ,A,11979 
2020/9/30 ,7:0:27  ,43.9  ,A,11980 
2020/9/30 ,7:0:29  ,44.1  ,A,11981 
2020/9/30 ,7:0:31  ,49.2  ,A,11982 
2020/9/30 ,7:0:33  ,43.8  ,A,11983 
2020/9/30 ,7:0:35  ,43.8  ,A,11984 
2020/9/30 ,7:0:37  ,43.8  ,A,11985 
2020/9/30 ,7:0:39  ,43.8  ,A,11986 
2020/9/30 ,7:0:41  ,43.9  ,A,11987 
2020/9/30 ,7:0:43  ,44.0  ,A,11988 
2020/9/30 ,7:0:45  ,43.8  ,A,11989 
2020/9/30 ,7:0:47  ,43.8  ,A,11990 
2020/9/30 ,7:0:49  ,43.8  ,A,11991 
2020/9/30 ,7:0:51  ,43.8  ,A,11992 
2020/9/30 ,7:0:53  ,43.8  ,A,11993 
2020/9/30 ,7:0:55  ,43.9  ,A,11994 
2020/9/30 ,7:0:57  ,43.9  ,A,11995 
2020/9/30 ,7:0:59  ,43.9  ,A,11996 
2020/9/30 ,7:1:1   ,43.8  ,A,11997 
2020/9/30 ,7:1:3   ,43.7  ,A,11998 
2020/9/30 ,7:1:5   ,43.7  ,A,11999 
2020/9/30 ,7:1:13  ,43.8  ,A,12000 
2020/9/30 ,7:1:15  ,44.0  ,A,12001 
2020/9/30 ,7:1:17  ,44.6  ,A,12002 
2020/9/30 ,7:1:19  ,43.8  ,A,12003 
2020/9/30 ,7:1:21  ,43.8  ,A,12004 
2020/9/30 ,7:1:23  ,43.8  ,A,12005 
2020/9/30 ,7:1:25  ,43.7  ,A,12006 
2020/9/30 ,7:1:27  ,43.9  ,A,12007 
2020/9/30 ,7:1:29  ,43.8  ,A,12008 
2020/9/30 ,7:1:31  ,43.9  ,A,12009 
2020/9/30 ,7:1:33  ,43.8  ,A,12010 
2020/9/30 ,7:1:35  ,43.8  ,A,12011 
2020/9/30 ,7:1:37  ,43.9  ,A,12012 
2020/9/30 ,7:1:39  ,43.9  ,A,12013 
2020/9/30 ,7:1:41  ,44.0  ,A,12014 
2020/9/30 ,7:1:43  ,44.0  ,A,12015 
2020/9/30 ,7:1:45  ,44.0  ,A,12016 
2020/9/30 ,7:1:47  ,43.8  ,A,12017 
2020/9/30 ,7:1:49  ,43.9  ,A,12018 
2020/9/30 ,7:1:51  ,43.8  ,A,12019 
2020/9/30 ,7:1:53  ,43.9  ,A,12020 
2020/9/30 ,7:1:55  ,43.9  ,A,12021 
2020/9/30 ,7:1:57  ,43.7  ,A,12022 
2020/9/30 ,7:1:59  ,43.8  ,A,12023 
2020/9/30 ,7:2:1   ,43.8  ,A,12024 
2020/9/30 ,7:2:3   ,45.5  ,A,12025 
2020/9/30 ,7:2:5   ,43.8  ,A,12026 
2020/9/30 ,7:2:7   ,43.8  ,A,12027 
2020/9/30 ,7:2:9   ,43.8  ,A,12028 
2020/9/30 ,7:2:11  ,43.8  ,A,12029 
2020/9/30 ,7:2:13  ,43.8  ,A,12030 
2020/9/30 ,7:2:15  ,43.7  ,A,12031 
2020/9/30 ,7:2:17  ,43.7  ,A,12032 
2020/9/30 ,7:2:19  ,43.8  ,A,12033 
2020/9/30 ,7:2:21  ,43.8  ,A,12034 
2020/9/30 ,7:2:23  ,43.9  ,A,12035 
2020/9/30 ,7:2:25  ,43.8  ,A,12036 
2020/9/30 ,7:2:27  ,43.8  ,A,12037 
2020/9/30 ,7:2:29  ,43.9  ,A,12038 
2020/9/30 ,7:2:31  ,44.3  ,A,12039 
2020/9/30 ,7:2:33  ,44.7  ,A,12040 
2020/9/30 ,7:2:35  ,49.7  ,A,12041 
2020/9/30 ,7:2:37  ,49.7  ,A,12042 
2020/9/30 ,7:2:39  ,43.7  ,A,12043 
2020/9/30 ,7:2:41  ,43.8  ,A,12044 
2020/9/30 ,7:2:43  ,43.8  ,A,12045 
2020/9/30 ,7:2:45  ,43.9  ,A,12046 
2020/9/30 ,7:2:47  ,43.9  ,A,12047 
2020/9/30 ,7:2:49  ,43.8  ,A,12048 
2020/9/30 ,7:2:51  ,43.9  ,A,12049 
2020/9/30 ,7:2:53  ,43.7  ,A,12050 
2020/9/30 ,7:2:55  ,43.8  ,A,12051 
2020/9/30 ,7:2:57  ,43.8  ,A,12052 
2020/9/30 ,7:2:59  ,43.8  ,A,12053 
2020/9/30 ,7:3:1   ,43.9  ,A,12054 
2020/9/30 ,7:3:3   ,43.9  ,A,12055 
2020/9/30 ,7:3:5   ,43.9  ,A,12056 
2020/9/30 ,7:3:7   ,44.0  ,A,12057 
2020/9/30 ,7:3:9   ,43.8  ,A,12058 
2020/9/30 ,7:3:11  ,44.1  ,A,12059 
2020/9/30 ,7:3:19  ,44.1  ,A,12060 
2020/9/30 ,7:3:21  ,44.0  ,A,12061 
2020/9/30 ,7:3:23  ,44.1  ,A,12062 
2020/9/30 ,7:3:25  ,43.9  ,A,12063 
2020/9/30 ,7:3:27  ,44.1  ,A,12064 
2020/9/30 ,7:3:29  ,43.9  ,A,12065 
2020/9/30 ,7:3:31  ,44.1  ,A,12066 
2020/9/30 ,7:3:33  ,44.1  ,A,12067 
2020/9/30 ,7:3:35  ,44.0  ,A,12068 
2020/9/30 ,7:3:37  ,44.0  ,A,12069 
2020/9/30 ,7:3:39  ,43.9  ,A,12070 
