NDate,NTime,MeaValue,Weight,RecNo
2020/9/30 ,13:18:36,43.8  ,A,22785 
2020/9/30 ,13:18:38,43.8  ,A,22786 
2020/9/30 ,13:18:40,43.7  ,A,22787 
2020/9/30 ,13:18:42,43.7  ,A,22788 
2020/9/30 ,13:18:44,43.7  ,A,22789 
2020/9/30 ,13:18:46,43.6  ,A,22790 
2020/9/30 ,13:18:48,43.6  ,A,22791 
2020/9/30 ,13:18:50,43.5  ,A,22792 
2020/9/30 ,13:18:52,43.5  ,A,22793 
2020/9/30 ,13:18:54,43.5  ,A,22794 
2020/9/30 ,13:18:56,43.5  ,A,22795 
2020/9/30 ,13:18:58,43.5  ,A,22796 
2020/9/30 ,13:19:0 ,43.5  ,A,22797 
2020/9/30 ,13:19:2 ,43.6  ,A,22798 
2020/9/30 ,13:19:4 ,43.6  ,A,22799 
2020/9/30 ,13:19:12,43.6  ,A,22800 
2020/9/30 ,13:19:14,43.7  ,A,22801 
2020/9/30 ,13:19:16,43.7  ,A,22802 
2020/9/30 ,13:19:18,43.7  ,A,22803 
2020/9/30 ,13:19:20,43.5  ,A,22804 
2020/9/30 ,13:19:22,43.6  ,A,22805 
2020/9/30 ,13:19:24,43.7  ,A,22806 
2020/9/30 ,13:19:26,43.8  ,A,22807 
2020/9/30 ,13:19:28,43.7  ,A,22808 
2020/9/30 ,13:19:30,43.7  ,A,22809 
2020/9/30 ,13:19:32,43.7  ,A,22810 
2020/9/30 ,13:19:34,43.9  ,A,22811 
2020/9/30 ,13:19:36,43.7  ,A,22812 
2020/9/30 ,13:19:38,43.7  ,A,22813 
2020/9/30 ,13:19:40,43.8  ,A,22814 
2020/9/30 ,13:19:42,43.8  ,A,22815 
2020/9/30 ,13:19:44,43.7  ,A,22816 
2020/9/30 ,13:19:46,43.7  ,A,22817 
2020/9/30 ,13:19:48,43.8  ,A,22818 
2020/9/30 ,13:19:50,43.8  ,A,22819 
2020/9/30 ,13:19:52,43.8  ,A,22820 
2020/9/30 ,13:19:54,43.6  ,A,22821 
2020/9/30 ,13:19:56,43.7  ,A,22822 
2020/9/30 ,13:19:58,43.6  ,A,22823 
2020/9/30 ,13:20:0 ,43.8  ,A,22824 
2020/9/30 ,13:20:2 ,43.8  ,A,22825 
2020/9/30 ,13:20:4 ,43.9  ,A,22826 
2020/9/30 ,13:20:6 ,44.3  ,A,22827 
2020/9/30 ,13:20:8 ,43.8  ,A,22828 
2020/9/30 ,13:20:10,43.8  ,A,22829 
2020/9/30 ,13:20:12,43.7  ,A,22830 
2020/9/30 ,13:20:14,43.8  ,A,22831 
2020/9/30 ,13:20:16,43.8  ,A,22832 
2020/9/30 ,13:20:18,43.7  ,A,22833 
2020/9/30 ,13:20:20,43.9  ,A,22834 
2020/9/30 ,13:20:22,43.9  ,A,22835 
2020/9/30 ,13:20:24,43.8  ,A,22836 
2020/9/30 ,13:20:26,43.7  ,A,22837 
2020/9/30 ,13:20:28,43.7  ,A,22838 
2020/9/30 ,13:20:30,43.9  ,A,22839 
2020/9/30 ,13:20:32,44.0  ,A,22840 
2020/9/30 ,13:20:34,43.8  ,A,22841 
2020/9/30 ,13:20:36,43.8  ,A,22842 
2020/9/30 ,13:20:38,43.8  ,A,22843 
2020/9/30 ,13:20:40,43.8  ,A,22844 
2020/9/30 ,13:20:42,43.6  ,A,22845 
2020/9/30 ,13:20:44,43.9  ,A,22846 
2020/9/30 ,13:20:46,43.8  ,A,22847 
2020/9/30 ,13:20:48,43.8  ,A,22848 
2020/9/30 ,13:20:50,43.9  ,A,22849 
2020/9/30 ,13:20:52,44.0  ,A,22850 
2020/9/30 ,13:20:54,44.0  ,A,22851 
2020/9/30 ,13:20:56,44.0  ,A,22852 
2020/9/30 ,13:20:58,43.8  ,A,22853 
2020/9/30 ,13:21:0 ,43.8  ,A,22854 
2020/9/30 ,13:21:2 ,43.9  ,A,22855 
2020/9/30 ,13:21:4 ,44.0  ,A,22856 
2020/9/30 ,13:21:6 ,44.0  ,A,22857 
2020/9/30 ,13:21:8 ,43.9  ,A,22858 
2020/9/30 ,13:21:10,43.9  ,A,22859 
2020/9/30 ,13:21:18,43.9  ,A,22860 
2020/9/30 ,13:21:20,43.8  ,A,22861 
2020/9/30 ,13:21:22,43.8  ,A,22862 
2020/9/30 ,13:21:24,43.9  ,A,22863 
2020/9/30 ,13:21:26,43.7  ,A,22864 
2020/9/30 ,13:21:28,43.9  ,A,22865 
2020/9/30 ,13:21:30,43.8  ,A,22866 
2020/9/30 ,13:21:32,43.8  ,A,22867 
2020/9/30 ,13:21:34,44.0  ,A,22868 
2020/9/30 ,13:21:36,43.8  ,A,22869 
2020/9/30 ,13:21:38,43.9  ,A,22870 
2020/9/30 ,13:21:40,43.9  ,A,22871 
2020/9/30 ,13:21:42,43.9  ,A,22872 
2020/9/30 ,13:21:44,44.0  ,A,22873 
2020/9/30 ,13:21:46,44.0  ,A,22874 
2020/9/30 ,13:21:48,44.0  ,A,22875 
2020/9/30 ,13:21:50,43.9  ,A,22876 
2020/9/30 ,13:21:52,43.9  ,A,22877 
2020/9/30 ,13:21:54,43.8  ,A,22878 
2020/9/30 ,13:21:56,43.9  ,A,22879 
2020/9/30 ,13:21:58,43.9  ,A,22880 
2020/9/30 ,13:22:0 ,43.9  ,A,22881 
2020/9/30 ,13:22:2 ,44.0  ,A,22882 
2020/9/30 ,13:22:4 ,44.0  ,A,22883 
2020/9/30 ,13:22:6 ,43.9  ,A,22884 
2020/9/30 ,13:22:8 ,43.8  ,A,22885 
2020/9/30 ,13:22:10,43.9  ,A,22886 
2020/9/30 ,13:22:12,44.1  ,A,22887 
2020/9/30 ,13:22:14,43.9  ,A,22888 
2020/9/30 ,13:22:16,43.9  ,A,22889 
2020/9/30 ,13:22:18,43.8  ,A,22890 
2020/9/30 ,13:22:20,43.8  ,A,22891 
2020/9/30 ,13:22:22,43.9  ,A,22892 
2020/9/30 ,13:22:24,43.8  ,A,22893 
2020/9/30 ,13:22:26,43.8  ,A,22894 
2020/9/30 ,13:22:28,43.9  ,A,22895 
2020/9/30 ,13:22:30,43.8  ,A,22896 
2020/9/30 ,13:22:32,43.9  ,A,22897 
2020/9/30 ,13:22:34,44.1  ,A,22898 
2020/9/30 ,13:22:36,44.1  ,A,22899 
2020/9/30 ,13:22:38,44.0  ,A,22900 
2020/9/30 ,13:22:40,44.0  ,A,22901 
2020/9/30 ,13:22:42,43.9  ,A,22902 
2020/9/30 ,13:22:44,43.9  ,A,22903 
2020/9/30 ,13:22:46,43.9  ,A,22904 
2020/9/30 ,13:22:48,43.9  ,A,22905 
2020/9/30 ,13:22:50,43.9  ,A,22906 
2020/9/30 ,13:22:52,44.0  ,A,22907 
2020/9/30 ,13:22:54,44.0  ,A,22908 
2020/9/30 ,13:22:56,44.0  ,A,22909 
2020/9/30 ,13:22:58,43.8  ,A,22910 
2020/9/30 ,13:23:0 ,43.9  ,A,22911 
2020/9/30 ,13:23:2 ,43.9  ,A,22912 
2020/9/30 ,13:23:4 ,43.8  ,A,22913 
2020/9/30 ,13:23:6 ,43.8  ,A,22914 
2020/9/30 ,13:23:8 ,43.8  ,A,22915 
2020/9/30 ,13:23:10,43.8  ,A,22916 
2020/9/30 ,13:23:12,43.8  ,A,22917 
2020/9/30 ,13:23:14,43.9  ,A,22918 
2020/9/30 ,13:23:16,43.7  ,A,22919 
2020/9/30 ,13:23:24,43.9  ,A,22920 
2020/9/30 ,13:23:26,43.9  ,A,22921 
2020/9/30 ,13:23:28,43.6  ,A,22922 
2020/9/30 ,13:23:30,43.9  ,A,22923 
2020/9/30 ,13:23:32,43.9  ,A,22924 
2020/9/30 ,13:23:34,43.8  ,A,22925 
2020/9/30 ,13:23:36,43.8  ,A,22926 
2020/9/30 ,13:23:38,43.7  ,A,22927 
2020/9/30 ,13:23:40,43.7  ,A,22928 
2020/9/30 ,13:23:42,43.8  ,A,22929 
2020/9/30 ,13:23:44,43.8  ,A,22930 
2020/9/30 ,13:23:46,43.8  ,A,22931 
2020/9/30 ,13:23:48,43.8  ,A,22932 
2020/9/30 ,13:23:50,43.9  ,A,22933 
2020/9/30 ,13:23:52,43.9  ,A,22934 
2020/9/30 ,13:23:54,43.9  ,A,22935 
2020/9/30 ,13:23:56,43.9  ,A,22936 
2020/9/30 ,13:23:58,44.0  ,A,22937 
2020/9/30 ,13:24:0 ,43.9  ,A,22938 
2020/9/30 ,13:24:2 ,43.9  ,A,22939 
2020/9/30 ,13:24:4 ,44.0  ,A,22940 
2020/9/30 ,13:24:6 ,43.8  ,A,22941 
2020/9/30 ,13:24:8 ,43.8  ,A,22942 
2020/9/30 ,13:24:10,43.8  ,A,22943 
2020/9/30 ,13:24:12,43.8  ,A,22944 
2020/9/30 ,13:24:14,43.7  ,A,22945 
2020/9/30 ,13:24:16,43.8  ,A,22946 
2020/9/30 ,13:24:18,43.8  ,A,22947 
2020/9/30 ,13:24:20,43.8  ,A,22948 
2020/9/30 ,13:24:22,43.8  ,A,22949 
2020/9/30 ,13:24:24,43.8  ,A,22950 
2020/9/30 ,13:24:26,43.8  ,A,22951 
2020/9/30 ,13:24:28,43.8  ,A,22952 
2020/9/30 ,13:24:30,43.8  ,A,22953 
2020/9/30 ,13:24:32,43.9  ,A,22954 
2020/9/30 ,13:24:34,43.9  ,A,22955 
2020/9/30 ,13:24:36,43.8  ,A,22956 
2020/9/30 ,13:24:38,43.9  ,A,22957 
2020/9/30 ,13:24:40,43.8  ,A,22958 
2020/9/30 ,13:24:42,43.7  ,A,22959 
2020/9/30 ,13:24:44,43.7  ,A,22960 
2020/9/30 ,13:24:46,43.7  ,A,22961 
2020/9/30 ,13:24:48,43.9  ,A,22962 
2020/9/30 ,13:24:50,43.7  ,A,22963 
2020/9/30 ,13:24:52,43.7  ,A,22964 
2020/9/30 ,13:24:54,43.8  ,A,22965 
2020/9/30 ,13:24:56,43.7  ,A,22966 
2020/9/30 ,13:24:58,43.8  ,A,22967 
2020/9/30 ,13:25:0 ,43.8  ,A,22968 
2020/9/30 ,13:25:2 ,43.7  ,A,22969 
2020/9/30 ,13:25:4 ,43.7  ,A,22970 
2020/9/30 ,13:25:6 ,43.6  ,A,22971 
2020/9/30 ,13:25:8 ,43.7  ,A,22972 
2020/9/30 ,13:25:10,43.7  ,A,22973 
2020/9/30 ,13:25:12,43.5  ,A,22974 
2020/9/30 ,13:25:14,44.0  ,A,22975 
2020/9/30 ,13:25:16,43.7  ,A,22976 
2020/9/30 ,13:25:18,43.7  ,A,22977 
2020/9/30 ,13:25:20,43.6  ,A,22978 
2020/9/30 ,13:25:22,43.7  ,A,22979 
2020/9/30 ,13:25:30,43.7  ,A,22980 
2020/9/30 ,13:25:32,43.7  ,A,22981 
2020/9/30 ,13:25:34,43.7  ,A,22982 
2020/9/30 ,13:25:36,43.8  ,A,22983 
2020/9/30 ,13:25:38,43.8  ,A,22984 
2020/9/30 ,13:25:40,43.6  ,A,22985 
2020/9/30 ,13:25:42,43.7  ,A,22986 
2020/9/30 ,13:25:44,43.7  ,A,22987 
2020/9/30 ,13:25:46,43.7  ,A,22988 
2020/9/30 ,13:25:48,43.7  ,A,22989 
2020/9/30 ,13:25:50,43.8  ,A,22990 
2020/9/30 ,13:25:52,43.8  ,A,22991 
2020/9/30 ,13:25:54,43.6  ,A,22992 
2020/9/30 ,13:25:56,43.9  ,A,22993 
2020/9/30 ,13:25:58,43.7  ,A,22994 
2020/9/30 ,13:26:0 ,43.9  ,A,22995 
2020/9/30 ,13:26:2 ,43.9  ,A,22996 
2020/9/30 ,13:26:4 ,43.8  ,A,22997 
2020/9/30 ,13:26:6 ,43.7  ,A,22998 
2020/9/30 ,13:26:8 ,43.8  ,A,22999 
2020/9/30 ,13:26:10,43.9  ,A,23000 
2020/9/30 ,13:26:12,43.8  ,A,23001 
2020/9/30 ,13:26:14,43.8  ,A,23002 
2020/9/30 ,13:26:16,43.8  ,A,23003 
2020/9/30 ,13:26:18,43.8  ,A,23004 
2020/9/30 ,13:26:20,43.8  ,A,23005 
2020/9/30 ,13:26:22,43.7  ,A,23006 
2020/9/30 ,13:26:24,43.9  ,A,23007 
2020/9/30 ,13:26:26,43.7  ,A,23008 
2020/9/30 ,13:26:28,43.6  ,A,23009 
2020/9/30 ,13:26:30,43.8  ,A,23010 
2020/9/30 ,13:26:32,43.9  ,A,23011 
2020/9/30 ,13:26:34,43.9  ,A,23012 
2020/9/30 ,13:26:36,43.8  ,A,23013 
2020/9/30 ,13:26:38,43.8  ,A,23014 
2020/9/30 ,13:26:40,43.8  ,A,23015 
2020/9/30 ,13:26:42,43.9  ,A,23016 
2020/9/30 ,13:26:44,43.9  ,A,23017 
2020/9/30 ,13:26:46,43.9  ,A,23018 
2020/9/30 ,13:26:48,43.8  ,A,23019 
2020/9/30 ,13:26:50,43.8  ,A,23020 
2020/9/30 ,13:26:52,43.9  ,A,23021 
2020/9/30 ,13:26:54,43.8  ,A,23022 
2020/9/30 ,13:26:56,43.9  ,A,23023 
2020/9/30 ,13:26:58,43.8  ,A,23024 
2020/9/30 ,13:27:0 ,43.8  ,A,23025 
2020/9/30 ,13:27:2 ,43.9  ,A,23026 
2020/9/30 ,13:27:4 ,43.8  ,A,23027 
2020/9/30 ,13:27:6 ,43.8  ,A,23028 
2020/9/30 ,13:27:8 ,43.7  ,A,23029 
2020/9/30 ,13:27:10,43.6  ,A,23030 
2020/9/30 ,13:27:12,43.7  ,A,23031 
2020/9/30 ,13:27:14,43.7  ,A,23032 
2020/9/30 ,13:27:16,43.7  ,A,23033 
2020/9/30 ,13:27:18,43.7  ,A,23034 
2020/9/30 ,13:27:20,43.8  ,A,23035 
2020/9/30 ,13:27:22,43.8  ,A,23036 
2020/9/30 ,13:27:24,43.8  ,A,23037 
2020/9/30 ,13:27:26,43.7  ,A,23038 
2020/9/30 ,13:27:28,43.7  ,A,23039 
2020/9/30 ,13:27:36,43.8  ,A,23040 
2020/9/30 ,13:27:38,43.8  ,A,23041 
2020/9/30 ,13:27:40,44.2  ,A,23042 
2020/9/30 ,13:27:42,44.8  ,A,23043 
2020/9/30 ,13:27:44,43.7  ,A,23044 
2020/9/30 ,13:27:46,43.7  ,A,23045 
2020/9/30 ,13:27:48,43.7  ,A,23046 
2020/9/30 ,13:27:50,43.7  ,A,23047 
2020/9/30 ,13:27:52,43.8  ,A,23048 
2020/9/30 ,13:27:54,43.7  ,A,23049 
2020/9/30 ,13:27:56,43.8  ,A,23050 
2020/9/30 ,13:27:58,43.8  ,A,23051 
2020/9/30 ,13:28:0 ,44.0  ,A,23052 
2020/9/30 ,13:28:2 ,43.9  ,A,23053 
2020/9/30 ,13:28:4 ,43.9  ,A,23054 
2020/9/30 ,13:28:6 ,44.0  ,A,23055 
2020/9/30 ,13:28:8 ,43.9  ,A,23056 
2020/9/30 ,13:28:10,43.8  ,A,23057 
2020/9/30 ,13:28:12,43.7  ,A,23058 
2020/9/30 ,13:28:14,43.9  ,A,23059 
2020/9/30 ,13:28:16,43.9  ,A,23060 
2020/9/30 ,13:28:18,43.9  ,A,23061 
2020/9/30 ,13:28:20,43.9  ,A,23062 
2020/9/30 ,13:28:22,43.9  ,A,23063 
2020/9/30 ,13:28:24,43.9  ,A,23064 
2020/9/30 ,13:28:26,43.9  ,A,23065 
2020/9/30 ,13:28:28,43.8  ,A,23066 
2020/9/30 ,13:28:30,44.0  ,A,23067 
2020/9/30 ,13:28:32,43.7  ,A,23068 
2020/9/30 ,13:28:34,44.2  ,A,23069 
2020/9/30 ,13:28:36,44.2  ,A,23070 
2020/9/30 ,13:28:38,43.8  ,A,23071 
2020/9/30 ,13:28:40,43.9  ,A,23072 
2020/9/30 ,13:28:42,43.8  ,A,23073 
2020/9/30 ,13:28:44,43.8  ,A,23074 
2020/9/30 ,13:28:46,43.8  ,A,23075 
2020/9/30 ,13:28:48,43.8  ,A,23076 
2020/9/30 ,13:28:50,43.8  ,A,23077 
2020/9/30 ,13:28:52,43.9  ,A,23078 
2020/9/30 ,13:28:54,43.9  ,A,23079 
2020/9/30 ,13:28:56,43.7  ,A,23080 
2020/9/30 ,13:28:58,43.8  ,A,23081 
2020/9/30 ,13:29:0 ,43.9  ,A,23082 
2020/9/30 ,13:29:2 ,43.9  ,A,23083 
2020/9/30 ,13:29:4 ,43.9  ,A,23084 
2020/9/30 ,13:29:6 ,43.7  ,A,23085 
2020/9/30 ,13:29:8 ,43.8  ,A,23086 
2020/9/30 ,13:29:10,43.7  ,A,23087 
2020/9/30 ,13:29:12,43.8  ,A,23088 
2020/9/30 ,13:29:14,43.9  ,A,23089 
2020/9/30 ,13:29:16,43.9  ,A,23090 
2020/9/30 ,13:29:18,43.9  ,A,23091 
2020/9/30 ,13:29:20,43.8  ,A,23092 
2020/9/30 ,13:29:22,43.8  ,A,23093 
2020/9/30 ,13:29:24,43.8  ,A,23094 
2020/9/30 ,13:29:26,43.7  ,A,23095 
2020/9/30 ,13:29:28,43.8  ,A,23096 
2020/9/30 ,13:29:30,43.8  ,A,23097 
2020/9/30 ,13:29:32,43.9  ,A,23098 
2020/9/30 ,13:29:34,43.7  ,A,23099 
2020/9/30 ,13:29:42,43.7  ,A,23100 
2020/9/30 ,13:29:44,43.7  ,A,23101 
2020/9/30 ,13:29:46,43.7  ,A,23102 
2020/9/30 ,13:29:48,43.8  ,A,23103 
2020/9/30 ,13:29:50,43.8  ,A,23104 
2020/9/30 ,13:29:52,43.8  ,A,23105 
2020/9/30 ,13:29:54,43.8  ,A,23106 
2020/9/30 ,13:29:56,43.7  ,A,23107 
2020/9/30 ,13:29:58,43.8  ,A,23108 
2020/9/30 ,13:30:0 ,43.8  ,A,23109 
2020/9/30 ,13:30:2 ,43.7  ,A,23110 
2020/9/30 ,13:30:4 ,43.9  ,A,23111 
2020/9/30 ,13:30:6 ,43.9  ,A,23112 
2020/9/30 ,13:30:8 ,43.9  ,A,23113 
2020/9/30 ,13:30:10,43.9  ,A,23114 
2020/9/30 ,13:30:12,43.9  ,A,23115 
2020/9/30 ,13:30:14,43.9  ,A,23116 
2020/9/30 ,13:30:16,43.9  ,A,23117 
2020/9/30 ,13:30:18,43.8  ,A,23118 
2020/9/30 ,13:30:20,43.8  ,A,23119 
2020/9/30 ,13:30:22,43.8  ,A,23120 
2020/9/30 ,13:30:24,43.8  ,A,23121 
2020/9/30 ,13:30:26,43.8  ,A,23122 
2020/9/30 ,13:30:28,43.8  ,A,23123 
2020/9/30 ,13:30:30,43.7  ,A,23124 
2020/9/30 ,13:30:32,43.7  ,A,23125 
2020/9/30 ,13:30:34,43.9  ,A,23126 
2020/9/30 ,13:30:36,43.8  ,A,23127 
2020/9/30 ,13:30:38,43.8  ,A,23128 
2020/9/30 ,13:30:40,43.7  ,A,23129 
2020/9/30 ,13:30:42,43.7  ,A,23130 
2020/9/30 ,13:30:44,43.8  ,A,23131 
2020/9/30 ,13:30:46,43.8  ,A,23132 
2020/9/30 ,13:30:48,43.7  ,A,23133 
2020/9/30 ,13:30:50,43.9  ,A,23134 
2020/9/30 ,13:30:52,43.8  ,A,23135 
2020/9/30 ,13:30:54,43.7  ,A,23136 
2020/9/30 ,13:30:56,43.7  ,A,23137 
2020/9/30 ,13:30:58,43.7  ,A,23138 
2020/9/30 ,13:31:0 ,43.8  ,A,23139 
2020/9/30 ,13:31:2 ,43.8  ,A,23140 
2020/9/30 ,13:31:4 ,43.7  ,A,23141 
2020/9/30 ,13:31:6 ,43.8  ,A,23142 
2020/9/30 ,13:31:8 ,43.8  ,A,23143 
2020/9/30 ,13:31:10,43.9  ,A,23144 
2020/9/30 ,13:31:12,43.7  ,A,23145 
2020/9/30 ,13:31:14,43.8  ,A,23146 
2020/9/30 ,13:31:16,44.0  ,A,23147 
2020/9/30 ,13:31:18,43.6  ,A,23148 
2020/9/30 ,13:31:20,43.7  ,A,23149 
2020/9/30 ,13:31:22,43.7  ,A,23150 
2020/9/30 ,13:31:24,43.7  ,A,23151 
2020/9/30 ,13:31:26,43.7  ,A,23152 
2020/9/30 ,13:31:28,43.7  ,A,23153 
2020/9/30 ,13:31:30,43.7  ,A,23154 
2020/9/30 ,13:31:32,43.8  ,A,23155 
2020/9/30 ,13:31:34,43.8  ,A,23156 
2020/9/30 ,13:31:36,43.6  ,A,23157 
2020/9/30 ,13:31:38,44.0  ,A,23158 
2020/9/30 ,13:31:40,43.8  ,A,23159 
2020/9/30 ,13:31:48,43.9  ,A,23160 
2020/9/30 ,13:31:50,43.8  ,A,23161 
2020/9/30 ,13:31:52,43.8  ,A,23162 
2020/9/30 ,13:31:54,43.7  ,A,23163 
2020/9/30 ,13:31:56,43.7  ,A,23164 
2020/9/30 ,13:31:58,43.8  ,A,23165 
2020/9/30 ,13:32:0 ,43.9  ,A,23166 
2020/9/30 ,13:32:2 ,43.9  ,A,23167 
2020/9/30 ,13:32:4 ,43.7  ,A,23168 
2020/9/30 ,13:32:6 ,43.8  ,A,23169 
2020/9/30 ,13:32:8 ,43.8  ,A,23170 
2020/9/30 ,13:32:10,43.8  ,A,23171 
2020/9/30 ,13:32:12,43.7  ,A,23172 
2020/9/30 ,13:32:14,43.7  ,A,23173 
2020/9/30 ,13:32:16,43.7  ,A,23174 
2020/9/30 ,13:32:18,43.7  ,A,23175 
2020/9/30 ,13:32:20,43.7  ,A,23176 
2020/9/30 ,13:32:22,43.7  ,A,23177 
2020/9/30 ,13:32:24,43.7  ,A,23178 
2020/9/30 ,13:32:26,43.8  ,A,23179 
2020/9/30 ,13:32:28,43.7  ,A,23180 
2020/9/30 ,13:32:30,43.8  ,A,23181 
2020/9/30 ,13:32:32,43.7  ,A,23182 
2020/9/30 ,13:32:34,43.7  ,A,23183 
2020/9/30 ,13:32:36,43.8  ,A,23184 
2020/9/30 ,13:32:38,43.6  ,A,23185 
2020/9/30 ,13:32:40,43.7  ,A,23186 
2020/9/30 ,13:32:42,43.8  ,A,23187 
2020/9/30 ,13:32:44,43.6  ,A,23188 
2020/9/30 ,13:32:46,43.7  ,A,23189 
2020/9/30 ,13:32:48,43.7  ,A,23190 
2020/9/30 ,13:32:50,43.8  ,A,23191 
2020/9/30 ,13:32:52,43.7  ,A,23192 
2020/9/30 ,13:32:54,43.8  ,A,23193 
2020/9/30 ,13:32:56,43.8  ,A,23194 
2020/9/30 ,13:32:58,43.8  ,A,23195 
2020/9/30 ,13:33:0 ,43.8  ,A,23196 
2020/9/30 ,13:33:2 ,43.9  ,A,23197 
2020/9/30 ,13:33:4 ,43.8  ,A,23198 
2020/9/30 ,13:33:6 ,43.9  ,A,23199 
2020/9/30 ,13:33:8 ,43.8  ,A,23200 
2020/9/30 ,13:33:10,43.7  ,A,23201 
2020/9/30 ,13:33:12,43.7  ,A,23202 
2020/9/30 ,13:33:14,43.7  ,A,23203 
2020/9/30 ,13:33:16,43.7  ,A,23204 
2020/9/30 ,13:33:18,43.8  ,A,23205 
2020/9/30 ,13:33:20,43.8  ,A,23206 
2020/9/30 ,13:33:22,43.7  ,A,23207 
2020/9/30 ,13:33:24,43.6  ,A,23208 
2020/9/30 ,13:33:26,43.7  ,A,23209 
2020/9/30 ,13:33:28,43.9  ,A,23210 
2020/9/30 ,13:33:30,43.7  ,A,23211 
2020/9/30 ,13:33:32,43.6  ,A,23212 
2020/9/30 ,13:33:34,43.6  ,A,23213 
2020/9/30 ,13:33:36,43.7  ,A,23214 
2020/9/30 ,13:33:38,43.8  ,A,23215 
2020/9/30 ,13:33:40,43.8  ,A,23216 
2020/9/30 ,13:33:42,43.7  ,A,23217 
2020/9/30 ,13:33:44,43.7  ,A,23218 
2020/9/30 ,13:33:46,43.9  ,A,23219 
2020/9/30 ,13:33:54,43.8  ,A,23220 
2020/9/30 ,13:33:56,43.8  ,A,23221 
2020/9/30 ,13:33:58,43.8  ,A,23222 
2020/9/30 ,13:34:0 ,43.8  ,A,23223 
2020/9/30 ,13:34:2 ,45.5  ,A,23224 
2020/9/30 ,13:34:4 ,45.4  ,A,23225 
2020/9/30 ,13:34:6 ,45.4  ,A,23226 
2020/9/30 ,13:34:8 ,43.7  ,A,23227 
2020/9/30 ,13:34:10,43.7  ,A,23228 
2020/9/30 ,13:34:12,43.6  ,A,23229 
2020/9/30 ,13:34:14,43.6  ,A,23230 
2020/9/30 ,13:34:16,43.5  ,A,23231 
2020/9/30 ,13:34:18,43.7  ,A,23232 
2020/9/30 ,13:34:20,43.7  ,A,23233 
2020/9/30 ,13:34:22,43.7  ,A,23234 
2020/9/30 ,13:34:24,43.8  ,A,23235 
2020/9/30 ,13:34:26,43.7  ,A,23236 
2020/9/30 ,13:34:28,43.6  ,A,23237 
2020/9/30 ,13:34:30,43.6  ,A,23238 
2020/9/30 ,13:34:32,44.5  ,A,23239 
2020/9/30 ,13:34:34,43.6  ,A,23240 
2020/9/30 ,13:34:36,43.7  ,A,23241 
2020/9/30 ,13:34:38,43.7  ,A,23242 
2020/9/30 ,13:34:40,43.7  ,A,23243 
2020/9/30 ,13:34:42,43.7  ,A,23244 
2020/9/30 ,13:34:44,43.8  ,A,23245 
2020/9/30 ,13:34:46,43.8  ,A,23246 
2020/9/30 ,13:34:48,43.6  ,A,23247 
2020/9/30 ,13:34:50,43.9  ,A,23248 
2020/9/30 ,13:34:52,43.8  ,A,23249 
2020/9/30 ,13:34:54,43.7  ,A,23250 
2020/9/30 ,13:34:56,43.7  ,A,23251 
2020/9/30 ,13:34:58,43.8  ,A,23252 
2020/9/30 ,13:35:0 ,43.9  ,A,23253 
2020/9/30 ,13:35:2 ,43.8  ,A,23254 
2020/9/30 ,13:35:4 ,44.3  ,A,23255 
2020/9/30 ,13:35:6 ,43.8  ,A,23256 
2020/9/30 ,13:35:8 ,43.8  ,A,23257 
2020/9/30 ,13:35:10,43.6  ,A,23258 
2020/9/30 ,13:35:12,43.7  ,A,23259 
2020/9/30 ,13:35:14,43.7  ,A,23260 
2020/9/30 ,13:35:16,43.7  ,A,23261 
2020/9/30 ,13:35:18,43.9  ,A,23262 
2020/9/30 ,13:35:20,43.8  ,A,23263 
2020/9/30 ,13:35:22,43.8  ,A,23264 
2020/9/30 ,13:35:24,43.6  ,A,23265 
2020/9/30 ,13:35:26,43.9  ,A,23266 
2020/9/30 ,13:35:28,43.9  ,A,23267 
2020/9/30 ,13:35:30,43.7  ,A,23268 
2020/9/30 ,13:35:32,43.8  ,A,23269 
2020/9/30 ,13:35:34,43.7  ,A,23270 
2020/9/30 ,13:35:36,43.6  ,A,23271 
2020/9/30 ,13:35:38,43.7  ,A,23272 
2020/9/30 ,13:35:40,43.6  ,A,23273 
2020/9/30 ,13:35:42,43.6  ,A,23274 
2020/9/30 ,13:35:44,43.6  ,A,23275 
2020/9/30 ,13:35:46,43.6  ,A,23276 
2020/9/30 ,13:35:48,43.7  ,A,23277 
2020/9/30 ,13:35:50,43.6  ,A,23278 
2020/9/30 ,13:35:52,43.6  ,A,23279 
2020/9/30 ,13:36:0 ,43.8  ,A,23280 
2020/9/30 ,13:36:2 ,43.7  ,A,23281 
2020/9/30 ,13:36:4 ,43.7  ,A,23282 
2020/9/30 ,13:36:6 ,43.8  ,A,23283 
2020/9/30 ,13:36:8 ,43.8  ,A,23284 
2020/9/30 ,13:36:10,43.8  ,A,23285 
2020/9/30 ,13:36:12,43.7  ,A,23286 
2020/9/30 ,13:36:14,43.6  ,A,23287 
2020/9/30 ,13:36:16,43.6  ,A,23288 
2020/9/30 ,13:36:18,43.6  ,A,23289 
2020/9/30 ,13:36:20,43.6  ,A,23290 
2020/9/30 ,13:36:22,44.6  ,A,23291 
2020/9/30 ,13:36:24,43.8  ,A,23292 
2020/9/30 ,13:36:26,43.7  ,A,23293 
2020/9/30 ,13:36:28,43.7  ,A,23294 
2020/9/30 ,13:36:30,43.7  ,A,23295 
